Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App.,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
04/06/2016 12:00:00 AM,Complete,Special Event,Commercial,,Arts in Nature Festival,S16AU228,08/20/2016 12:00:00 AM,08/21/2016 12:00:00 AM,OTHER,West Seattle,1,West,Nature Consortium,1030
04/06/2016 12:00:00 AM,Complete,Special Event,Commercial,,"Nisargand - Lehnig Wedding August 6, 2016 Baraat",S16AU231,08/06/2016 12:00:00 AM,08/06/2016 12:00:00 AM,,Downtown,4,West,,20
11/23/2015 12:00:00 AM,Complete,Special Event,Athletic,Water,Special Olympic Polar Plunge,S16FE015,02/05/2016 12:00:00 AM,02/06/2016 12:00:00 AM,Golden Gardens Park,Ballard,6,North,Special Olympics Washington,740
11/25/2015 12:00:00 AM,Complete,Special Event,Community,,2016 Wing Luke Museum Lunar New Year Lion Dance,S16FE019,02/06/2016 12:00:00 AM,02/06/2016 12:00:00 AM,,International District,2,West,Wing Luke Museum of the Asian Pacific American Experience,340
01/04/2016 12:00:00 AM,Complete,Special Event,Commercial,,Debuts & Discoveries,S16FE041,02/27/2016 12:00:00 AM,02/27/2016 12:00:00 AM,Magnuson Park,Sand Point,4,North,University Sunrise Rotary Club,750
01/12/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Love 'em or Leave 'em Valentine's Day Dash,S16FE051,02/14/2016 12:00:00 AM,02/14/2016 12:00:00 AM,Greenlake Park,Green Lake,6,North,Pro-Motion Events Inc,2000
01/20/2016 12:00:00 AM,Complete,Special Event,Community,,Lunar New Year Celebration,S16FE058,02/13/2016 12:00:00 AM,02/13/2016 12:00:00 AM,,International District,2,West,Chinatown-International District Business Improvement Area,5100
01/20/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse (2.13),S16FE062,02/13/2016 12:00:00 AM,02/13/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,50
01/21/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse (2.06),S16FE063,02/06/2016 12:00:00 AM,02/06/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,40
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (2.23),S16FE065,02/23/2016 12:00:00 AM,02/23/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
01/22/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Westland Distillery,S16FE087,02/04/2016 12:00:00 AM,02/04/2016 12:00:00 AM,,Sodo,2,South,Red Carpet Valet,25
02/02/2016 12:00:00 AM,Complete,Special Event,Commercial,,National Geographic Live! (2.23),S16FE108,02/23/2016 12:00:00 AM,02/23/2016 12:00:00 AM,,Downtown,7,West,Benaroya Hall,2000
02/03/2016 12:00:00 AM,Complete,Special Event,Commercial,,Seattle Symphony Open Rehearsal,S16FE109,02/25/2016 12:00:00 AM,02/25/2016 12:00:00 AM,,Downtown,7,West,Seattle Symphony,1300
02/09/2016 12:00:00 AM,Complete,Special Event,Free Speech,,March for Bernie,S16FE115,02/27/2016 12:00:00 AM,02/27/2016 12:00:00 AM,,Downtown,7,West,Movement 4 Bernie,800
02/16/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Galvanize,S16FE127,02/25/2016 12:00:00 AM,02/25/2016 12:00:00 AM,,Pioneer Square,7,West,Red Carpet Valet,75
02/16/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Support Indicted nYPD Officer Liang,S16FE132,02/20/2016 12:00:00 AM,02/20/2016 12:00:00 AM,,Downtown,7,West,Seattle Chinese Volunteer Association,0
02/22/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Matt's at the Market,S16FE145,02/25/2016 12:00:00 AM,02/25/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,50
02/22/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Palace Ballroom (2.27),S16FE146,02/27/2016 12:00:00 AM,02/27/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,50
02/22/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Seattle Center Pavilion,S16FE147,02/27/2016 12:00:00 AM,02/27/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,50
,Cancelled,Special Event,Commercial,,American Express Game Day Event (01.09-01.10) - Occidental Park,S16JA001,01/09/2016 12:00:00 AM,01/10/2016 12:00:00 AM,Occidental Park,Pioneer Square,2,West,Momentum Worldwide,950
,Cancelled,Special Event,Commercial,,American Express Game Day Event (01.16-1.17) - Occidental Park,S16JA002,01/16/2016 12:00:00 AM,01/17/2016 12:00:00 AM,Occidental Park,Pioneer Square,2,West,Momentum Worldwide,950
,Cancelled,Special Event,Commercial,,American Express Game Day Event (01.24) - Occidental Park,S16JA003,01/24/2016 12:00:00 AM,01/24/2016 12:00:00 AM,Occidental Park,Pioneer Square,2,West,Momentum Worldwide,950
11/25/2015 12:00:00 AM,Complete,Special Event,Free Speech,,2016 MLK March (Giddens),S16JA005,01/15/2016 12:00:00 AM,01/15/2016 12:00:00 AM,,Central District,3,East,Giddens School,300
12/09/2015 12:00:00 AM,Complete,Special Event,Commercial,,Seattle Boat Show,S16JA010,01/29/2016 12:00:00 AM,02/06/2016 12:00:00 AM,,South Lake Union,3,West,Northwest Yacht Brokers Association,13280
12/18/2015 12:00:00 AM,Complete,Special Event,Free Speech,,Dr. Martin Luther King Jr. Birthday March (McDonald),S16JA011,01/15/2016 12:00:00 AM,01/15/2016 12:00:00 AM,,Lake City,6,North,McDonald International School,500
12/09/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Resolution Run Presented by Club Northwest,S16JA012,01/01/2016 12:00:00 AM,01/01/2016 12:00:00 AM,Magnuson Park,Sand Point,6,North,"Pro-Motion Events, Inc.",1825
,Complete,Special Event,Free Speech,,Annual Martin Luther King Jr. March and Symposium,S16JA013,01/16/2016 12:00:00 AM,01/16/2016 12:00:00 AM,Martin Luther King Jr Memorial Park,Mount Baker,2,South,Seattle Parks and Recreation,285
12/15/2015 12:00:00 AM,Complete,Special Event,Free Speech,,Orca K-8 School 2016 MLK March,S16JA026,01/15/2016 12:00:00 AM,01/15/2016 12:00:00 AM,,Columbia City,2,South,Orca K-8 School of Seattle Public Schools,650
12/18/2015 12:00:00 AM,Complete,Special Event,Free Speech,,Martin Luther King Jr. Committee 34th Annual March & Rally,S16JA030,01/18/2016 12:00:00 AM,01/18/2016 12:00:00 AM,,Multiple Neighborhoods,3;7,East;West,Martin Luther King Jr. Celebration Committee,5200
12/22/2015 12:00:00 AM,Complete,Special Event,Commercial,,Seattle Symphony Friday Matinees Concert (1.22),S16JA034,01/22/2016 12:00:00 AM,01/22/2016 12:00:00 AM,,Downtown,7,West,Seattle Smphony/Benaroya Hall,285
12/28/2015 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse,S16JA037,01/15/2016 12:00:00 AM,01/15/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,60
01/04/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Ethiopian Churches Epiphany Celebration,S16JA045,01/23/2016 12:00:00 AM,01/23/2016 12:00:00 AM,,Mount Baker,2,South,Ethiopian Orthodox Tewanedo Church,4000
01/08/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Martin Luther King March (Roosevelt),S16JA048,01/14/2016 12:00:00 AM,01/14/2016 12:00:00 AM,,University District,4,North,"Black Student Union, Roosevelt High School",105
01/12/2016 12:00:00 AM,Cancelled,Special Event,Community,,First Hill Streetcar Launch,S16JA052,01/23/2016 12:00:00 AM,01/23/2016 12:00:00 AM,,Multiple Neighborhoods,7,East;West,Seattle Department of Transportation,220
01/14/2016 12:00:00 AM,Cancelled,Special Event,Free Speech,,Public Lands Are for All of Us Rally,S16JA055,01/19/2016 12:00:00 AM,01/19/2016 12:00:00 AM,,Downtown,7,West,Conservation Northwest,320
01/20/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse (1.25),S16JA061,01/25/2016 12:00:00 AM,01/25/2016 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,60
01/21/2016 12:00:00 AM,Complete,Special Event,Commercial,,National Geographic Live! Student Matinees (1.25-26),S16JA084,01/25/2016 12:00:00 AM,01/26/2016 12:00:00 AM,,Downtown,7,West,Benaroya Hall,2600
01/22/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Open House (1.28),S16JA085,01/28/2016 12:00:00 AM,01/28/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,60
01/22/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Open House (1.30),S16JA086,01/30/2016 12:00:00 AM,01/30/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,60
01/26/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - UW Private Dinner Party,S16JA089,01/28/2016 12:00:00 AM,01/28/2016 12:00:00 AM,,Queen Anne,7,West,Butler Valet,50
11/04/2015 12:00:00 AM,Complete,Special Event,Commercial,,Beer Camp Across America - Pacific Northwest and Rocky Mountain Edition,S16JU014,06/11/2016 12:00:00 AM,06/11/2016 12:00:00 AM,Lake Union Park,Cascade,7,West,Sierra Nevada Brewing Co,3450
12/16/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Shore Run,S16JU029,06/12/2016 12:00:00 AM,06/12/2016 12:00:00 AM,,Multiple Neighborhoods,3,East;South,Orswell Events,3000
01/20/2016 12:00:00 AM,Cancelled,Special Event,Commercial,,The Bush School 2016 Middle School Moving-Up Ceremony & Baccalaureate (6/9/16) & 2016 Graduation (6/10/16),S16JU059,06/09/2016 12:00:00 AM,06/10/2016 12:00:00 AM,,Madison Park,3,East,The Bush School,1150
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (6.25),S16JU073,06/25/2016 12:00:00 AM,06/25/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
02/02/2016 12:00:00 AM,Complete,Special Event,Community,,Fremont Solstice Fair,S16JU103,06/17/2016 12:00:00 AM,06/19/2016 12:00:00 AM,,Fremont,6,North,Fremont Chamber of Commerce,36050
02/02/2016 12:00:00 AM,In Process,Special Event,Mixed Free Speech,,Capitol Hill Pride Festival,S16JU107,06/25/2016 12:00:00 AM,06/26/2016 12:00:00 AM,,Capitol Hill,3,East,Northwest Museum of Legends and Lore,60050
02/10/2016 12:00:00 AM,Complete,Special Event,Commercial,,Wildrose Pride 2016,S16JU121,06/24/2016 12:00:00 AM,06/26/2016 12:00:00 AM,,Capitol Hill,3,East,Wildrose,4390
02/12/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Capitol Hill Pride Festival March & Rally,S16JU124,06/25/2016 12:00:00 AM,06/25/2016 12:00:00 AM,,Capitol Hill,3,East,Northwest Museum of Legends and Lore,212
02/22/2016 12:00:00 AM,Complete,Special Event,Community,,Greenwood Car Show,S16JU143,06/25/2016 12:00:00 AM,06/25/2016 12:00:00 AM,,Greenwood,6,North,Greenwood Knights,1050
03/04/2016 12:00:00 AM,In Process,Special Event,Mixed Free Speech,,Seattle Pride Parade,S16JU157,06/26/2016 12:00:00 AM,06/26/2016 12:00:00 AM,,Downtown,7,West,Seattle Pride,204000
03/07/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Rock 'n' Roll Marathon,S16JU159,06/18/2016 12:00:00 AM,06/18/2016 12:00:00 AM,,Sodo,2;3;7,South,Competitor Group Inc,28000
03/07/2016 12:00:00 AM,Complete,Special Event,Community,,2016 Seattle Spring Opener,S16JU164,06/05/2016 12:00:00 AM,06/05/2016 12:00:00 AM,,Georgetown,2,South,Seattle Spring Opener,300
03/10/2016 12:00:00 AM,Complete,Special Event,Community,,Volunteer Park Pride Festival,S16JU169,06/11/2016 12:00:00 AM,06/11/2016 12:00:00 AM,,Capitol Hill,3,East,Seattle Pride,2550
03/11/2016 12:00:00 AM,Complete,Special Event,Commercial,,Purr Pride Block Party,S16JU173,06/25/2016 12:00:00 AM,06/25/2016 12:00:00 AM,,Capitol Hill,3,East,Purr Cocktail Lounge,985
03/15/2016 12:00:00 AM,Complete,Special Event,Community,,Georgetown Carnival,S16JU176,06/11/2016 12:00:00 AM,06/11/2016 12:00:00 AM,,Georgetown,2,South,Georgetown Merchants Association,9600
03/16/2016 12:00:00 AM,Complete,Special Event,Commercial,,Neighbours Gay Pride Celebration,S16JU179,06/24/2016 12:00:00 AM,06/25/2016 12:00:00 AM,,Capitol Hill,3,East,Neighbours Seattle,418
03/17/2016 12:00:00 AM,Complete,Special Event,Commercial,,Seattle Symphony Friday Matinees concert,S16JU185,06/10/2016 12:00:00 AM,06/10/2016 12:00:00 AM,,Downtown,7,West,Seattle Symphony/Benaroya Hall,355
03/18/2016 12:00:00 AM,Complete,Special Event,Community,,Roosevelt High School Neighborhood Parade,S16JU190,06/18/2016 12:00:00 AM,06/18/2016 12:00:00 AM,,Roosevelt,4,North,Roosevelt Band Boosters,190
03/21/2016 12:00:00 AM,Complete,Special Event,Commercial,,Drink Pink at Café Campagne,S16JU192,06/02/2016 12:00:00 AM,06/02/2016 12:00:00 AM,,Downtown,7,West,Café Campagne,112
03/21/2016 12:00:00 AM,Complete,Special Event,Community,,Morgan Junction Community Festival,S16JU194,06/18/2016 12:00:00 AM,06/18/2016 12:00:00 AM,,West Seattle,1,West,Morgan Community Association (MoCA),750
02/16/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Hillel of UW,S16MR133,03/03/2016 12:00:00 AM,03/03/2016 12:00:00 AM,,University District,4,North,Red Carpet Valet,125
03/21/2016 12:00:00 AM,Complete,Special Event,Community,,HONK! Fest West 2016 (Columbia City),S16JU197,06/19/2016 12:00:00 AM,06/19/2016 12:00:00 AM,,Columbia City,2,South,HONK! Fest West,1800
03/23/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Seattle Dyke March,S16JU200,06/25/2016 12:00:00 AM,06/25/2016 12:00:00 AM,,Capitol Hill,3,East,Seattle Dyke March,725
03/25/2016 12:00:00 AM,Complete,Special Event,Commercial,,SAM Party in the Park,S16JU203,06/24/2016 12:00:00 AM,06/24/2016 12:00:00 AM,,Downtown,7,West,Seattle Art Museum,600
03/21/2016 12:00:00 AM,Complete,Special Event,Community,,HONK! Fest West 2016 (Capitol Hill),S16JU205,06/17/2016 12:00:00 AM,06/17/2016 12:00:00 AM,,Capitol Hill,3,East,HONK! Fest West,1800
03/28/2016 12:00:00 AM,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (6.11),S16JU208,06/11/2016 12:00:00 AM,06/11/2016 12:00:00 AM,,Pioneer Square,7,South,Fuel Sports Eats and Beats,420
03/29/2016 12:00:00 AM,Complete,Special Event,Citywide,,Fremont Solstice Parade,S16JU210,06/18/2016 12:00:00 AM,06/18/2016 12:00:00 AM,,Fremont,4;6,North,Fremont Arts Council,25000
03/29/2016 12:00:00 AM,Complete,Special Event,Community,,Fremont Solstice Celebration,S16JU213,06/18/2016 12:00:00 AM,06/18/2016 12:00:00 AM,,Fremont,6,North,Fremont Arts Council,2000
03/29/2016 12:00:00 AM,Complete,Special Event,Community,,Fremont Solstice Float Move,S16JU214,06/17/2016 12:00:00 AM,06/17/2016 12:00:00 AM,,Fremont,6,North,Fremont Arts Council,300
03/29/2016 12:00:00 AM,Complete,Special Event,Community,,Pride Party in Tilikum Park,S16JU215,06/26/2016 12:00:00 AM,06/26/2016 12:00:00 AM,,Belltown,7,West,The 5 Point Café,510
03/30/2016 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Race for the Cure - Susan G. Komen,S16JU217,06/05/2016 12:00:00 AM,06/05/2016 12:00:00 AM,,Queen Anne,7,West,Susan G. Komen Puget Sound,5500
03/31/2016 12:00:00 AM,Complete,Special Event,Commercial,,Cuff Pride Day Celebration,S16JU220,06/26/2016 12:00:00 AM,06/26/2016 12:00:00 AM,,Capitol Hill,3,East,Cuff Pride Day Celebration,
04/06/2016 12:00:00 AM,Complete,Special Event,Community,,Hopscotch CD,S16JU230,06/11/2016 12:00:00 AM,06/11/2016 12:00:00 AM,,Central District,3,East,Centerstone,500
12/01/2015 12:00:00 AM,Complete,Special Event,Commercial,,Clips Beer and Film Tour,S16JY007,07/29/2016 12:00:00 AM,07/29/2016 12:00:00 AM,Gas Works Park,Portage Bay,4,West,The World is Fun,2500
11/25/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Crown of Queen Anne Fun Run/Walk,S16JY020,07/09/2016 12:00:00 AM,07/09/2016 12:00:00 AM,,Queen Anne,7,West,Crown of Queen Anne Fun Run/Walk,760
11/20/2015 12:00:00 AM,Complete,Special Event,Athletic,Cycling,Group Health Seattle to Portland presented by Alaska Airlines (STP),S16JY021,07/16/2016 12:00:00 AM,07/16/2016 12:00:00 AM,,University District,2;3;4,North,Cascade Bicycle Club,10090
12/21/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Float Dodger 5K,S16JY032,07/23/2016 12:00:00 AM,07/23/2016 12:00:00 AM,,West Seattle,1,Southwest,Run for Good Racing Co./5 Focus,650
12/29/2015 12:00:00 AM,Complete,Special Event,Athletic,Cycling,Seattle Night Ride,S16JY040,07/08/2016 12:00:00 AM,07/08/2016 12:00:00 AM,,Multiple Neighborhoods,6;7,North;West,Cascade Bicycle Club,620
01/04/2016 12:00:00 AM,Complete,Special Event,Athletic,Water,Fat Salmon Open Water Swim,S16JY042,07/16/2016 12:00:00 AM,07/16/2016 12:00:00 AM,Madison Park,Multiple Neighborhoods,3,East,Orca Swim Team,450
01/21/2016 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (3.19),S16MR067,03/19/2016 12:00:00 AM,03/19/2016 12:00:00 AM,,Pioneer Square,3,West,Seattle Sounders FC,705
01/25/2016 12:00:00 AM,Complete,Special Event,Community,,Magnolia Little League Annual Parade,S16MR088,03/26/2016 12:00:00 AM,03/26/2016 12:00:00 AM,,Magnolia,7,West,Magnolia Little League,2025
01/27/2016 12:00:00 AM,Complete,Special Event,Commercial,,"The 5th Avenue Theatre Student Matinee for ""How to Succeed in Business""",S16MR093,03/03/2016 12:00:00 AM,03/04/2016 12:00:00 AM,,Downtown,7,West,The 5th Avenue Theatre,1820
02/01/2016 12:00:00 AM,Complete,Special Event,Commercial,,All Hands,S16MR100,03/31/2016 12:00:00 AM,03/31/2016 12:00:00 AM,,Multiple Neighborhoods,7,West,Spplus,2940
02/01/2016 12:00:00 AM,Complete,Special Event,Commercial,,Fuel Outdoor Beer Garden (3.19),S16MR101,03/19/2016 12:00:00 AM,03/19/2016 12:00:00 AM,,Pioneer Square,7,South,Fuel Outdoor Beer Garden,420
02/09/2016 12:00:00 AM,Complete,Special Event,Commercial,,Seattle Symphony Friday Matinees Concert,S16MR114,03/25/2016 12:00:00 AM,03/25/2016 12:00:00 AM,,Downtown,7,West,Seattle Symphony/Benaroya Hall,355
02/16/2016 12:00:00 AM,Complete,Special Event,Commercial,,Starbucks Coffee Company 2016 Annual Shareholders Meeting,S16MR126,03/23/2016 12:00:00 AM,03/23/2016 12:00:00 AM,,Queen Anne,7,West,Starbucks Coffee Company,3000
02/16/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Holocaust Center,S16MR128,03/02/2016 12:00:00 AM,03/02/2016 12:00:00 AM,,Pioneer Square,7,West,Red Carpet Valet,30
02/16/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Palace Ballroom,S16MR134,03/05/2016 12:00:00 AM,03/05/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,130
02/18/2016 12:00:00 AM,Complete,Special Event,Free Speech,,57th Tibetan Uprising Day,S16MR136,03/10/2016 12:00:00 AM,03/10/2016 12:00:00 AM,,Downtown,7,West,Tibetan Assocation of Washington Seattle Chapter,80
02/19/2016 12:00:00 AM,Complete,Special Event,Community,,Sound Transit U Link Launch Capitol Hill Station,S16MR140,03/19/2016 12:00:00 AM,03/19/2016 12:00:00 AM,,Capitol Hill,3,East,Sound Transit,30500
02/19/2016 12:00:00 AM,Complete,Special Event,Community,,Sound Transit U Link Launch University of Washington Station,S16MR141,03/19/2016 12:00:00 AM,03/19/2016 12:00:00 AM,,University District,4,North,Sound Transit,30500
02/22/2016 12:00:00 AM,Complete,Special Event,Athletic,Water,Class Day,S16MR144,03/26/2016 12:00:00 AM,03/26/2016 12:00:00 AM,,Montlake,3;4,North;South,University of Washington Rowing,620
02/26/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Palace Ballroom (3.12),S16MR150,03/12/2016 12:00:00 AM,03/12/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,100
03/01/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Tom Douglas Event,S16MR151,03/05/2016 12:00:00 AM,03/05/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,100
03/01/2016 12:00:00 AM,Complete,Special Event,Free Speech,,Oromo Community Rally Against Ethiopian Government,S16MR154,03/11/2016 12:00:00 AM,03/11/2016 12:00:00 AM,,Central District,3,East,Oromo Community Service of Seattle,400
03/10/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Pier 70 Graham and Dunn,S16MR167,03/17/2016 12:00:00 AM,03/17/2016 12:00:00 AM,,Downtown,7,West,Butler Valet,300
03/10/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Quality Athletics,S16MR168,03/17/2016 12:00:00 AM,03/17/2016 12:00:00 AM,,Pioneer Square,7,West,Butler Valet,50
03/15/2016 12:00:00 AM,Complete,Special Event,Commercial,,"National Geographic Live! Student Series: Rhinos, Rickshaws & Revolutions",S16MR177,03/21/2016 12:00:00 AM,03/22/2017 12:00:00 AM,,Downtown,7,West,Benaroya Hall,2300
03/16/2016 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Neptune Theatre,S16MR178,03/25/2016 12:00:00 AM,03/25/2016 12:00:00 AM,,University District,4,North,Butler Valet,150
03/17/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Seattle Good Bar,S16MR181,03/31/2016 12:00:00 AM,03/31/2016 12:00:00 AM,,Pioneer Square,7,West,Red Carpet Valet,80
03/17/2016 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Jessica Atkinson,S16MR183,03/30/2016 12:00:00 AM,03/30/2016 12:00:00 AM,,Downtown,7,West,Red Carpet Valet,100
11/30/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,The Color Run Seattle 2016,S16MY009,05/08/2016 12:00:00 AM,05/08/2016 12:00:00 AM,,Queen Anne,7,West,"The Color Run, LLC",9000
12/16/2015 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,West Seattle 5K Run/Walk,S16MY028,05/22/2016 12:00:00 AM,05/22/2016 12:00:00 AM,,West Seattle,1,Southwest,West Seattle High School PTSA,1400
